date,away_team,away_pts,home_team,home_pts,home_win,season
,Toronto Raptors,98,New York Knicks,112,1,2025
,Portland Trail Blazers,119,New Orleans Pelicans,100,0,2025
,Los Angeles Clippers,103,Denver Nuggets,126,1,2025
,San Antonio Spurs,105,Milwaukee Bucks,121,1,2025
,Toronto Raptors,126,Cleveland Cavaliers,132,1,2025
,Golden State Warriors,107,Detroit Pistons,104,0,2025
,Minnesota Timberwolves,104,Orlando Magic,89,0,2025
,Portland Trail Blazers,111,Dallas Mavericks,117,1,2025
,Houston Rockets,119,Memphis Grizzlies,115,0,2025
,Atlanta Hawks,115,Phoenix Suns,123,1,2025
,Miami Heat,97,Utah Jazz,92,0,2025
,Golden State Warriors,96,Indiana Pacers,108,1,2025
,Milwaukee Bucks,109,Orlando Magic,106,0,2025
,New Orleans Pelicans,123,Philadelphia 76ers,115,0,2025
,Sacramento Kings,114,Boston Celtics,97,0,2025
,Oklahoma City Thunder,126,New York Knicks,101,0,2025
,Washington Wizards,105,Chicago Bulls,138,1,2025
,Brooklyn Nets,105,Denver Nuggets,124,1,2025
,Utah Jazz,106,Phoenix Suns,114,1,2025
,Toronto Raptors,114,Detroit Pistons,123,1,2025
,Memphis Grizzlies,127,Minnesota Timberwolves,125,0,2025
,Miami Heat,119,Portland Trail Blazers,98,0,2025
,Denver Nuggets,112,Dallas Mavericks,101,0,2025
,Milwaukee Bucks,106,New York Knicks,140,1,2025
,Sacramento Kings,124,Chicago Bulls,119,0,2025
,New Orleans Pelicans,119,Boston Celtics,120,1,2025
,Indiana Pacers,108,Cleveland Cavaliers,93,0,2025
,Philadelphia 76ers,99,Orlando Magic,104,1,2025
,Oklahoma City Thunder,136,Washington Wizards,95,0,2025
,Brooklyn Nets,111,Utah Jazz,112,1,2025
,Charlotte Hornets,113,Phoenix Suns,120,1,2025
,Minnesota Timberwolves,120,Washington Wizards,106,0,2025
,Detroit Pistons,124,New York Knicks,119,0,2025
,Golden State Warriors,101,Toronto Raptors,104,1,2025
,Memphis Grizzlies,118,Houston Rockets,120,1,2025
,Miami Heat,98,Los Angeles Clippers,109,1,2025
,San Antonio Spurs,126,Los Angeles Lakers,102,0,2025
,Cleveland Cavaliers,127,Indiana Pacers,117,0,2025
,Oklahoma City Thunder,118,Philadelphia 76ers,102,0,2025
,Phoenix Suns,117,Atlanta Hawks,122,1,2025
,New Orleans Pelicans,119,Chicago Bulls,113,0,2025
,Sacramento Kings,115,Milwaukee Bucks,130,1,2025
,Denver Nuggets,118,Dallas Mavericks,99,0,2025
,Brooklyn Nets,132,Portland Trail Blazers,114,0,2025
,New York Knicks,125,Philadelphia 76ers,119,0,2025
,Boston Celtics,97,Toronto Raptors,110,1,2025
,Atlanta Hawks,110,Chicago Bulls,94,0,2025
,Orlando Magic,93,Milwaukee Bucks,122,1,2025
,Dallas Mavericks,116,New Orleans Pelicans,119,1,2025
,Memphis Grizzlies,129,San Antonio Spurs,115,0,2025
,Houston Rockets,128,Denver Nuggets,108,0,2025
,Charlotte Hornets,117,Utah Jazz,112,0,2025
,Golden State Warriors,116,Minnesota Timberwolves,115,0,2025
,Miami Heat,108,Los Angeles Lakers,117,1,2025
,Brooklyn Nets,67,Los Angeles Clippers,126,1,2025
,Indiana Pacers,111,Detroit Pistons,100,0,2025
,Phoenix Suns,130,Washington Wizards,123,0,2025
,Cleveland Cavaliers,114,Oklahoma City Thunder,134,1,2025
,Los Angeles Clippers,118,Portland Trail Blazers,89,0,2025
,Houston Rockets,127,Sacramento Kings,132,1,2025
,Orlando Magic,94,Boston Celtics,121,1,2025
,Minnesota Timberwolves,116,New York Knicks,99,0,2025
,Charlotte Hornets,125,Chicago Bulls,123,0,2025
,Denver Nuggets,133,Miami Heat,113,0,2025
,Toronto Raptors,112,Milwaukee Bucks,130,1,2025
,Utah Jazz,123,New Orleans Pelicans,136,1,2025
,Oklahoma City Thunder,98,Dallas Mavericks,106,1,2025
,Memphis Grizzlies,140,San Antonio Spurs,112,0,2025
,Brooklyn Nets,101,Los Angeles Lakers,102,1,2025
,Phoenix Suns,125,Detroit Pistons,121,0,2025
,Atlanta Hawks,119,Boston Celtics,115,0,2025
,Philadelphia 76ers,102,Indiana Pacers,115,1,2025
,Washington Wizards,114,Golden State Warriors,122,1,2025
,Cleveland Cavaliers,124,Minnesota Timberwolves,117,0,2025
,Houston Rockets,125,Portland Trail Blazers,103,0,2025
,San Antonio Spurs,107,Miami Heat,128,1,2025
,Denver Nuggets,113,Orlando Magic,100,0,2025
,Philadelphia 76ers,109,Milwaukee Bucks,123,1,2025
,Brooklyn Nets,101,Oklahoma City Thunder,127,1,2025
,Los Angeles Lakers,102,Los Angeles Clippers,116,1,2025
,Chicago Bulls,102,Portland Trail Blazers,113,1,2025
,Washington Wizards,100,Sacramento Kings,123,1,2025
,Dallas Mavericks,105,Charlotte Hornets,110,1,2025
,Detroit Pistons,107,Houston Rockets,96,0,2025
,Minnesota Timberwolves,106,Memphis Grizzlies,108,1,2025
,Atlanta Hawks,110,New York Knicks,119,1,2025
,Phoenix Suns,92,Cleveland Cavaliers,118,1,2025
,Boston Celtics,125,Golden State Warriors,85,0,2025
,Utah Jazz,119,New Orleans Pelicans,123,1,2025
,Chicago Bulls,112,Los Angeles Clippers,99,0,2025
,New York Knicks,99,Brooklyn Nets,95,0,2025
,Portland Trail Blazers,116,Miami Heat,107,0,2025
,Orlando Magic,93,Toronto Raptors,109,1,2025
,Philadelphia 76ers,109,Denver Nuggets,144,1,2025
,Washington Wizards,88,Los Angeles Lakers,111,1,2025
,Detroit Pistons,114,Atlanta Hawks,104,0,2025
,Phoenix Suns,108,Brooklyn Nets,84,0,2025
,Minnesota Timberwolves,115,Dallas Mavericks,114,0,2025
,Cleveland Cavaliers,108,Houston Rockets,109,1,2025
,Charlotte Hornets,120,Memphis Grizzlies,132,1,2025
,Utah Jazz,114,Oklahoma City Thunder,123,1,2025
,Golden State Warriors,117,Sacramento Kings,123,1,2025
,Boston Celtics,117,Los Angeles Clippers,113,0,2025
,San Antonio Spurs,140,Indiana Pacers,110,0,2025
,Portland Trail Blazers,101,Orlando Magic,79,0,2025
,Toronto Raptors,122,Atlanta Hawks,119,0,2025
,Dallas Mavericks,121,Oklahoma City Thunder,115,0,2025
,Miami Heat,96,Milwaukee Bucks,125,1,2025
,Sacramento Kings,123,Denver Nuggets,132,1,2025
,Chicago Bulls,106,Golden State Warriors,131,1,2025
,Boston Celtics,96,Los Angeles Lakers,117,1,2025
,Washington Wizards,93,Los Angeles Clippers,110,1,2025
,Portland Trail Blazers,102,Charlotte Hornets,97,0,2025
,Cleveland Cavaliers,129,Philadelphia 76ers,132,1,2025
,New Orleans Pelicans,126,Memphis Grizzlies,139,1,2025
,Indiana Pacers,136,San Antonio Spurs,98,0,2025
,Denver Nuggets,104,Minnesota Timberwolves,133,1,2025
,Boston Celtics,122,Dallas Mavericks,107,0,2025
,Miami Heat,106,Brooklyn Nets,97,0,2025
,New Orleans Pelicans,92,Charlotte Hornets,123,1,2025
,Detroit Pistons,113,Orlando Magic,121,1,2025
,Toronto Raptors,117,Atlanta Hawks,94,0,2025
,Houston Rockets,135,Cleveland Cavaliers,131,0,2025
,Sacramento Kings,120,New York Knicks,143,1,2025
,Philadelphia 76ers,109,Chicago Bulls,97,0,2025
,Utah Jazz,103,Memphis Grizzlies,125,1,2025
,Los Angeles Lakers,118,Golden State Warriors,108,0,2025
,Washington Wizards,109,Phoenix Suns,119,1,2025
,Milwaukee Bucks,117,Los Angeles Clippers,127,1,2025
,Oklahoma City Thunder,118,Portland Trail Blazers,108,0,2025
,Los Angeles Lakers,112,Charlotte Hornets,107,0,2025
,Detroit Pistons,91,Cleveland Cavaliers,110,1,2025
,Houston Rockets,114,Boston Celtics,112,0,2025
,Sacramento Kings,110,Brooklyn Nets,96,0,2025
,Orlando Magic,119,Miami Heat,125,1,2025
,Memphis Grizzlies,106,New York Knicks,143,1,2025
,New Orleans Pelicans,104,Toronto Raptors,113,1,2025
,Denver Nuggets,121,Chicago Bulls,129,1,2025
,Atlanta Hawks,92,Minnesota Timberwolves,100,1,2025
,Washington Wizards,108,Dallas Mavericks,130,1,2025
,Milwaukee Bucks,125,Utah Jazz,110,0,2025
,Los Angeles Clippers,109,Phoenix Suns,111,1,2025
,Houston Rockets,100,Atlanta Hawks,96,0,2025
,Los Angeles Lakers,104,Philadelphia 76ers,118,1,2025
,Utah Jazz,103,Golden State Warriors,114,1,2025
,Milwaukee Bucks,112,Portland Trail Blazers,125,1,2025
,Brooklyn Nets,104,Charlotte Hornets,83,0,2025
,Detroit Pistons,119,Indiana Pacers,133,1,2025
,Toronto Raptors,106,Washington Wizards,82,0,2025
,Chicago Bulls,100,Boston Celtics,122,1,2025
,Cleveland Cavaliers,126,Miami Heat,106,0,2025
,Denver Nuggets,112,New York Knicks,122,1,2025
,Sacramento Kings,104,Philadelphia 76ers,117,1,2025
,Dallas Mavericks,137,New Orleans Pelicans,136,0,2025
,Los Angeles Clippers,128,San Antonio Spurs,116,0,2025
,Minnesota Timberwolves,121,Phoenix Suns,113,0,2025
,Oklahoma City Thunder,109,Golden State Warriors,116,1,2025
,Atlanta Hawks,115,Cleveland Cavaliers,137,1,2025
,Los Angeles Lakers,134,Washington Wizards,96,0,2025
,Minnesota Timberwolves,138,Utah Jazz,113,0,2025
,Houston Rockets,119,Memphis Grizzlies,120,1,2025
,Orlando Magic,90,Portland Trail Blazers,119,1,2025
,Los Angeles Clippers,112,Charlotte Hornets,104,0,2025
,Dallas Mavericks,102,Detroit Pistons,117,1,2025
,Denver Nuggets,137,Philadelphia 76ers,134,0,2025
,Chicago Bulls,122,Toronto Raptors,106,0,2025
,Boston Celtics,118,New Orleans Pelicans,116,0,2025
,Milwaukee Bucks,118,San Antonio Spurs,144,1,2025
,Phoenix Suns,130,Golden State Warriors,105,0,2025
,Atlanta Hawks,127,Indiana Pacers,132,1,2025
,Orlando Magic,99,Utah Jazz,113,1,2025
,Denver Nuggets,107,Charlotte Hornets,104,0,2025
,Brooklyn Nets,110,Houston Rockets,98,0,2025
,Washington Wizards,105,Minnesota Timberwolves,103,0,2025
,Sacramento Kings,110,Oklahoma City Thunder,144,1,2025
,Los Angeles Lakers,128,New York Knicks,112,0,2025
,Miami Heat,105,San Antonio Spurs,103,0,2025
,Phoenix Suns,108,Portland Trail Blazers,127,1,2025
,Chicago Bulls,119,Detroit Pistons,127,1,2025
,Dallas Mavericks,101,Cleveland Cavaliers,144,1,2025
,Los Angeles Clippers,108,Toronto Raptors,115,1,2025
,Boston Celtics,118,Philadelphia 76ers,110,0,2025
,Memphis Grizzlies,132,Milwaukee Bucks,119,0,2025
,Washington Wizards,124,Charlotte Hornets,114,0,2025
,Atlanta Hawks,132,Detroit Pistons,130,0,2025
,Houston Rockets,118,New York Knicks,124,1,2025
,San Antonio Spurs,109,Memphis Grizzlies,128,1,2025
,Sacramento Kings,116,Minnesota Timberwolves,114,0,2025
,Milwaukee Bucks,96,Oklahoma City Thunder,125,1,2025
,New Orleans Pelicans,113,Denver Nuggets,125,1,2025
,Indiana Pacers,112,Utah Jazz,111,0,2025
,Orlando Magic,99,Golden State Warriors,104,1,2025
,Phoenix Suns,119,Portland Trail Blazers,121,1,2025
,Dallas Mavericks,116,Philadelphia 76ers,118,1,2025
,Houston Rockets,97,Brooklyn Nets,99,1,2025
,Boston Celtics,112,Cleveland Cavaliers,105,0,2025
,New York Knicks,121,Toronto Raptors,115,0,2025
,Miami Heat,124,Chicago Bulls,133,1,2025
,Los Angeles Lakers,122,Los Angeles Clippers,97,0,2025
,Indiana Pacers,89,Portland Trail Blazers,112,1,2025
,San Antonio Spurs,126,Atlanta Hawks,125,0,2025
,Milwaukee Bucks,112,Charlotte Hornets,102,0,2025
,Cleveland Cavaliers,118,Detroit Pistons,115,0,2025
,Washington Wizards,119,Brooklyn Nets,102,0,2025
,Miami Heat,108,Philadelphia 76ers,101,0,2025
,Memphis Grizzlies,138,Toronto Raptors,107,0,2025
,Chicago Bulls,108,Minnesota Timberwolves,127,1,2025
,New Orleans Pelicans,119,Denver Nuggets,144,1,2025
,Golden State Warriors,128,Utah Jazz,131,1,2025
,Phoenix Suns,109,Oklahoma City Thunder,140,1,2025
,Orlando Magic,130,Sacramento Kings,111,0,2025
,Dallas Mavericks,127,Boston Celtics,120,0,2025
,Houston Rockets,114,Minnesota Timberwolves,127,1,2025
,Orlando Magic,90,Denver Nuggets,112,1,2025
,Golden State Warriors,112,Los Angeles Lakers,120,1,2025
,Sacramento Kings,102,Portland Trail Blazers,108,1,2025
,Indiana Pacers,119,Los Angeles Clippers,112,0,2025
,San Antonio Spurs,116,Charlotte Hornets,117,1,2025
,Cleveland Cavaliers,134,Washington Wizards,124,0,2025
,Milwaukee Bucks,110,Atlanta Hawks,115,1,2025
,Miami Heat,86,Brooklyn Nets,102,1,2025
,Philadelphia 76ers,112,Detroit Pistons,125,1,2025
,Toronto Raptors,109,Oklahoma City Thunder,121,1,2025
,Utah Jazz,127,Phoenix Suns,135,1,2025
,Houston Rockets,105,Dallas Mavericks,116,1,2025
,Indiana Pacers,117,Los Angeles Lakers,124,1,2025
,San Antonio Spurs,111,Orlando Magic,112,1,2025
,Atlanta Hawks,125,Washington Wizards,111,0,2025
,Golden State Warriors,132,Chicago Bulls,111,0,2025
,Oklahoma City Thunder,125,Memphis Grizzlies,112,0,2025
,Portland Trail Blazers,98,Minnesota Timberwolves,114,1,2025
,Boston Celtics,131,New York Knicks,104,0,2025
,Denver Nuggets,122,Phoenix Suns,105,0,2025
,New Orleans Pelicans,118,Sacramento Kings,123,1,2025
,Utah Jazz,110,Los Angeles Clippers,130,1,2025
,Charlotte Hornets,102,Detroit Pistons,112,1,2025
,Toronto Raptors,87,Houston Rockets,94,1,2025
,Philadelphia 76ers,127,Milwaukee Bucks,135,1,2025
,Minnesota Timberwolves,107,Cleveland Cavaliers,128,1,2025
,Atlanta Hawks,112,Orlando Magic,106,0,2025
,San Antonio Spurs,131,Washington Wizards,121,0,2025
,Charlotte Hornets,89,Brooklyn Nets,97,1,2025
,Boston Celtics,103,Miami Heat,85,0,2025
,Golden State Warriors,125,Milwaukee Bucks,111,0,2025
,New Orleans Pelicans,101,Oklahoma City Thunder,137,1,2025
,Sacramento Kings,129,Dallas Mavericks,128,0,2025
,Portland Trail Blazers,117,Denver Nuggets,146,1,2025
,Utah Jazz,113,Los Angeles Lakers,132,1,2025
,Toronto Raptors,106,Philadelphia 76ers,103,0,2025
,New York Knicks,128,Indiana Pacers,115,0,2025
,Detroit Pistons,132,Chicago Bulls,92,0,2025
,Memphis Grizzlies,119,Phoenix Suns,112,0,2025
,San Antonio Spurs,103,Boston Celtics,116,1,2025
,Charlotte Hornets,86,Orlando Magic,102,1,2025
,Indiana Pacers,134,Washington Wizards,130,0,2025
,Philadelphia 76ers,96,Brooklyn Nets,100,1,2025
,Atlanta Hawks,148,New York Knicks,149,1,2025
,Cleveland Cavaliers,131,Toronto Raptors,108,0,2025
,Detroit Pistons,128,Chicago Bulls,110,0,2025
,Milwaukee Bucks,103,Minnesota Timberwolves,101,0,2025
,Sacramento Kings,119,New Orleans Pelicans,111,0,2025
,Miami Heat,101,Oklahoma City Thunder,115,1,2025
,Phoenix Suns,111,Houston Rockets,119,1,2025
,Portland Trail Blazers,121,Denver Nuggets,132,1,2025
,Los Angeles Lakers,119,Utah Jazz,131,1,2025
,Golden State Warriors,107,Dallas Mavericks,111,1,2025
,Memphis Grizzlies,114,Los Angeles Clippers,128,1,2025
,Golden State Warriors,105,Houston Rockets,98,0,2025
,Sacramento Kings,133,New Orleans Pelicans,140,1,2025
,Miami Heat,113,Dallas Mavericks,118,1,2025
,Oklahoma City Thunder,101,Minnesota Timberwolves,116,1,2025
,Los Angeles Clippers,120,Utah Jazz,116,0,2025
,Charlotte Hornets,100,Los Angeles Lakers,97,0,2025
,Memphis Grizzlies,113,Indiana Pacers,127,1,2025
,Boston Celtics,124,Philadelphia 76ers,104,0,2025
,Orlando Magic,114,Atlanta Hawks,108,0,2025
,Cleveland Cavaliers,110,Brooklyn Nets,97,0,2025
,Chicago Bulls,111,New York Knicks,113,1,2025
,Los Angeles Clippers,110,Milwaukee Bucks,116,1,2025
,Charlotte Hornets,115,Denver Nuggets,129,1,2025
,Phoenix Suns,109,San Antonio Spurs,120,1,2025
,Los Angeles Lakers,110,Portland Trail Blazers,102,0,2025
,New York Knicks,105,Cleveland Cavaliers,142,1,2025
,Memphis Grizzlies,105,Orlando Magic,104,0,2025
,Milwaukee Bucks,104,Washington Wizards,101,0,2025
,Miami Heat,120,Toronto Raptors,111,0,2025
,New Orleans Pelicans,103,Dallas Mavericks,111,1,2025
,Detroit Pistons,125,San Antonio Spurs,110,0,2025
,Minnesota Timberwolves,115,Houston Rockets,121,1,2025
,Oklahoma City Thunder,130,Utah Jazz,107,0,2025
,Golden State Warriors,132,Sacramento Kings,108,0,2025
,Phoenix Suns,121,Chicago Bulls,117,0,2025
,Brooklyn Nets,105,Philadelphia 76ers,103,0,2025
,Los Angeles Lakers,123,Denver Nuggets,100,0,2025
,Houston Rockets,115,Utah Jazz,124,1,2025
,Charlotte Hornets,88,Portland Trail Blazers,141,1,2025
,New York Knicks,105,Boston Celtics,118,1,2025
,Dallas Mavericks,102,Golden State Warriors,126,1,2025
,Los Angeles Clippers,111,Indiana Pacers,129,1,2025
,Detroit Pistons,148,Atlanta Hawks,143,0,2025
,Miami Heat,113,Milwaukee Bucks,120,1,2025
,Washington Wizards,90,Orlando Magic,110,1,2025
,Phoenix Suns,109,Toronto Raptors,127,1,2025
,Memphis Grizzlies,123,Cleveland Cavaliers,129,1,2025
,San Antonio Spurs,96,New Orleans Pelicans,114,1,2025
,Oklahoma City Thunder,130,Minnesota Timberwolves,123,0,2025
,Los Angeles Clippers,97,Detroit Pistons,106,1,2025
,Denver Nuggets,125,Indiana Pacers,116,0,2025
,Chicago Bulls,142,Philadelphia 76ers,110,0,2025
,Brooklyn Nets,99,Washington Wizards,107,1,2025
,Miami Heat,86,Atlanta Hawks,98,1,2025
,Minnesota Timberwolves,131,Oklahoma City Thunder,128,0,2025
,Portland Trail Blazers,114,Utah Jazz,112,0,2025
,Charlotte Hornets,88,Sacramento Kings,130,1,2025
,Boston Celtics,111,Toronto Raptors,101,0,2025
,Cleveland Cavaliers,122,Orlando Magic,82,0,2025
,Milwaukee Bucks,97,Houston Rockets,100,1,2025
,Phoenix Suns,148,Memphis Grizzlies,151,1,2025
,San Antonio Spurs,103,New Orleans Pelicans,109,1,2025
,Charlotte Hornets,92,Golden State Warriors,128,1,2025
,Dallas Mavericks,99,Los Angeles Lakers,107,1,2025
,Boston Celtics,97,Detroit Pistons,117,1,2025
,Toronto Raptors,91,Indiana Pacers,111,1,2025
,Philadelphia 76ers,105,New York Knicks,110,1,2025
,Portland Trail Blazers,129,Washington Wizards,121,0,2025
,Oklahoma City Thunder,129,Brooklyn Nets,121,0,2025
,Atlanta Hawks,109,Miami Heat,131,1,2025
,Los Angeles Clippers,122,Chicago Bulls,117,0,2025
,Sacramento Kings,118,Utah Jazz,101,0,2025
,San Antonio Spurs,106,Houston Rockets,118,1,2025
,Golden State Warriors,121,Orlando Magic,115,0,2025
,Denver Nuggets,112,Milwaukee Bucks,121,1,2025
,Charlotte Hornets,96,Dallas Mavericks,103,1,2025
,New Orleans Pelicans,124,Phoenix Suns,116,0,2025
,Minnesota Timberwolves,102,Los Angeles Lakers,111,1,2025
,Denver Nuggets,134,Detroit Pistons,119,0,2025
,Oklahoma City Thunder,135,Atlanta Hawks,119,0,2025
,Cleveland Cavaliers,123,Boston Celtics,116,0,2025
,Portland Trail Blazers,121,Brooklyn Nets,102,0,2025
,Toronto Raptors,115,Chicago Bulls,125,1,2025
,New York Knicks,114,Memphis Grizzlies,113,0,2025
,Indiana Pacers,120,Miami Heat,125,1,2025
,New Orleans Pelicans,108,Phoenix Suns,125,1,2025
,Minnesota Timberwolves,116,Utah Jazz,117,1,2025
,Los Angeles Clippers,102,Los Angeles Lakers,106,1,2025
,Washington Wizards,113,Charlotte Hornets,100,0,2025
,Brooklyn Nets,94,Detroit Pistons,115,1,2025
,Sacramento Kings,113,Houston Rockets,103,0,2025
,San Antonio Spurs,130,Memphis Grizzlies,128,0,2025
,Milwaukee Bucks,132,Dallas Mavericks,117,0,2025
,Golden State Warriors,119,Philadelphia 76ers,126,1,2025
,Denver Nuggets,103,Boston Celtics,110,1,2025
,Portland Trail Blazers,129,Cleveland Cavaliers,133,1,2025
,Chicago Bulls,112,Indiana Pacers,127,1,2025
,New York Knicks,116,Miami Heat,112,0,2025
,Toronto Raptors,104,Orlando Magic,102,0,2025
,Oklahoma City Thunder,146,San Antonio Spurs,132,0,2025
,New Orleans Pelicans,128,Utah Jazz,121,0,2025
,Los Angeles Clippers,102,Los Angeles Lakers,108,1,2025
,Minnesota Timberwolves,116,Phoenix Suns,98,0,2025
,Golden State Warriors,119,Charlotte Hornets,101,0,2025
,Portland Trail Blazers,119,Philadelphia 76ers,102,0,2025
,Washington Wizards,90,Miami Heat,106,1,2025
,Atlanta Hawks,132,Memphis Grizzlies,130,0,2025
,Houston Rockets,128,Oklahoma City Thunder,137,1,2025
,Sacramento Kings,122,Dallas Mavericks,98,0,2025
,Detroit Pistons,134,Utah Jazz,106,0,2025
,Houston Rockets,102,Indiana Pacers,115,1,2025
,Toronto Raptors,114,Orlando Magic,113,0,2025
,Milwaukee Bucks,127,Atlanta Hawks,121,0,2025
,Golden State Warriors,114,New York Knicks,102,0,2025
,Cleveland Cavaliers,139,Chicago Bulls,117,0,2025
,Philadelphia 76ers,112,Minnesota Timberwolves,126,1,2025
,Brooklyn Nets,113,San Antonio Spurs,127,1,2025
,Los Angeles Clippers,117,Phoenix Suns,119,1,2025
,New Orleans Pelicans,115,Los Angeles Lakers,136,1,2025
,Portland Trail Blazers,118,Boston Celtics,128,1,2025
,Minnesota Timberwolves,125,Charlotte Hornets,110,0,2025
,Miami Heat,107,Cleveland Cavaliers,112,1,2025
,Utah Jazz,122,Washington Wizards,125,1,2025
,Dallas Mavericks,107,Milwaukee Bucks,137,1,2025
,Sacramento Kings,110,Denver Nuggets,116,1,2025
,Oklahoma City Thunder,120,Memphis Grizzlies,103,0,2025
,Detroit Pistons,115,Los Angeles Clippers,123,1,2025
,Chicago Bulls,125,Orlando Magic,123,0,2025
,Indiana Pacers,118,Atlanta Hawks,124,1,2025
,Philadelphia 76ers,105,Boston Celtics,123,1,2025
,Golden State Warriors,121,Brooklyn Nets,119,0,2025
,Houston Rockets,109,New Orleans Pelicans,97,0,2025
,New York Knicks,109,Los Angeles Lakers,113,1,2025
,Cleveland Cavaliers,118,Charlotte Hornets,117,0,2025
,Memphis Grizzlies,122,Dallas Mavericks,111,0,2025
,Utah Jazz,109,Toronto Raptors,118,1,2025
,Minnesota Timberwolves,106,Miami Heat,104,0,2025
,Portland Trail Blazers,89,Oklahoma City Thunder,107,1,2025
,Phoenix Suns,141,Denver Nuggets,149,1,2025
,San Antonio Spurs,109,Sacramento Kings,127,1,2025
,New York Knicks,95,Los Angeles Clippers,105,1,2025
,Brooklyn Nets,102,Charlotte Hornets,105,1,2025
,New Orleans Pelicans,117,Houston Rockets,146,1,2025
,Indiana Pacers,118,Atlanta Hawks,120,1,2025
,Washington Wizards,118,Toronto Raptors,117,0,2025
,Chicago Bulls,114,Miami Heat,109,0,2025
,Orlando Magic,111,Milwaukee Bucks,109,0,2025
,Los Angeles Lakers,101,Boston Celtics,111,1,2025
,Detroit Pistons,110,Golden State Warriors,115,1,2025
,Denver Nuggets,103,Oklahoma City Thunder,127,1,2025
,Phoenix Suns,125,Dallas Mavericks,116,0,2025
,Memphis Grizzlies,107,New Orleans Pelicans,104,0,2025
,Utah Jazz,122,Philadelphia 76ers,126,1,2025
,Cleveland Cavaliers,112,Milwaukee Bucks,100,0,2025
,San Antonio Spurs,124,Minnesota Timberwolves,141,1,2025
,Detroit Pistons,119,Portland Trail Blazers,112,0,2025
,Sacramento Kings,110,Los Angeles Clippers,111,1,2025
,Philadelphia 76ers,123,Atlanta Hawks,132,1,2025
,Utah Jazz,108,Boston Celtics,114,1,2025
,Los Angeles Lakers,108,Brooklyn Nets,111,1,2025
,Charlotte Hornets,105,Miami Heat,102,0,2025
,Washington Wizards,104,Toronto Raptors,119,1,2025
,Indiana Pacers,103,Chicago Bulls,121,1,2025
,Orlando Magic,84,Houston Rockets,97,1,2025
,Phoenix Suns,118,Memphis Grizzlies,120,1,2025
,Denver Nuggets,140,Oklahoma City Thunder,127,0,2025
,Dallas Mavericks,133,San Antonio Spurs,129,0,2025
,Portland Trail Blazers,120,Golden State Warriors,130,1,2025
,New York Knicks,133,Sacramento Kings,104,0,2025
,Brooklyn Nets,104,Cleveland Cavaliers,109,1,2025
,Washington Wizards,103,Detroit Pistons,123,1,2025
,Milwaukee Bucks,114,Indiana Pacers,115,1,2025
,Los Angeles Clippers,120,New Orleans Pelicans,127,1,2025
,Charlotte Hornets,110,Atlanta Hawks,123,1,2025
,Oklahoma City Thunder,118,Boston Celtics,112,0,2025
,Philadelphia 76ers,105,Toronto Raptors,118,1,2025
,Phoenix Suns,104,Houston Rockets,111,1,2025
,Utah Jazz,115,Memphis Grizzlies,122,1,2025
,Los Angeles Clippers,119,Miami Heat,104,0,2025
,Dallas Mavericks,116,San Antonio Spurs,126,1,2025
,Minnesota Timberwolves,115,Denver Nuggets,95,0,2025
,New York Knicks,114,Portland Trail Blazers,113,0,2025
,Washington Wizards,129,Detroit Pistons,125,0,2025
,Los Angeles Lakers,106,Milwaukee Bucks,126,1,2025
,Brooklyn Nets,110,Chicago Bulls,116,1,2025
,Orlando Magic,113,New Orleans Pelicans,93,0,2025
,Sacramento Kings,104,Golden State Warriors,130,1,2025
,Boston Celtics,103,Miami Heat,91,0,2025
,Indiana Pacers,112,Philadelphia 76ers,100,0,2025
,Los Angeles Clippers,121,Atlanta Hawks,98,0,2025
,Dallas Mavericks,96,Houston Rockets,133,1,2025
,Cleveland Cavaliers,133,Memphis Grizzlies,124,0,2025
,Orlando Magic,111,Minnesota Timberwolves,118,1,2025
,Charlotte Hornets,145,San Antonio Spurs,134,0,2025
,Los Angeles Lakers,126,Denver Nuggets,131,1,2025
,Toronto Raptors,126,Utah Jazz,118,0,2025
,Sacramento Kings,106,Phoenix Suns,122,1,2025
,Boston Celtics,115,Brooklyn Nets,113,0,2025
,Oklahoma City Thunder,113,Detroit Pistons,107,0,2025
,Chicago Bulls,114,Houston Rockets,117,1,2025
,Miami Heat,91,Memphis Grizzlies,125,1,2025
,Indiana Pacers,119,Milwaukee Bucks,126,1,2025
,New York Knicks,94,Golden State Warriors,97,1,2025
,New Orleans Pelicans,115,San Antonio Spurs,119,1,2025
,Washington Wizards,126,Denver Nuggets,123,0,2025
,Orlando Magic,108,Cleveland Cavaliers,103,0,2025
,Philadelphia 76ers,130,Dallas Mavericks,125,0,2025
,Phoenix Suns,96,Los Angeles Lakers,107,1,2025
,Atlanta Hawks,114,Brooklyn Nets,122,1,2025
,Toronto Raptors,102,Portland Trail Blazers,105,1,2025
,Charlotte Hornets,88,Los Angeles Clippers,123,1,2025
,Utah Jazz,102,Minnesota Timberwolves,128,1,2025
,Oklahoma City Thunder,121,Milwaukee Bucks,105,0,2025
,Miami Heat,95,New York Knicks,116,1,2025
,Philadelphia 76ers,137,Houston Rockets,144,1,2025
,Indiana Pacers,132,Minnesota Timberwolves,130,0,2025
,Detroit Pistons,127,New Orleans Pelicans,81,0,2025
,Chicago Bulls,111,Utah Jazz,97,0,2025
,Denver Nuggets,114,Golden State Warriors,105,0,2025
,Toronto Raptors,89,Phoenix Suns,129,1,2025
